TransactionID,CustomerID,ProductID,Quantity,UnitPrice,Discount,Region,PaymentMethod,InvoiceDate,Year,Month,Weekday,TotalSales,EffectivePrice
12905,1101,353,1,208.92,0.15,Kano,Cash,2023-06-01,2023,6,Thursday,177.582,177.582
12906,1985,335,6,328.63,0.11,Port Harcourt,Card,2024-07-18,2024,7,Thursday,1754.8842,292.4807
12907,1266,205,3,497.55,0.22,Abuja,Transfer,2024-11-08,2024,11,Friday,1164.267,388.089
12908,1866,223,9,469.22,0.26,Port Harcourt,Card,2023-11-02,2023,11,Thursday,3125.0052000000005,347.2228
12909,1967,375,5,7.12,0.26,Abuja,Transfer,2024-11-09,2024,11,Saturday,26.344,5.2688
12910,1621,293,6,443.29,0.07,Port Harcourt,POS,2024-04-19,2024,4,Friday,2473.5582000000004,412.2597
12911,1973,372,9,37.91,0.27,Port Harcourt,Transfer,2023-12-30,2023,12,Saturday,249.06869999999995,27.674299999999995
12913,1961,396,8,144.5,0.09,Lagos,Card,2024-10-01,2024,10,Tuesday,1051.96,131.495
12914,1941,224,9,194.11,0.22,Kano,Transfer,2023-02-02,2023,2,Thursday,1362.6522000000002,151.40580000000003
12915,1776,347,4,50.36,0.09,Lagos,Card,2023-06-06,2023,6,Tuesday,183.3104,45.827600000000004
12916,1002,317,6,60.58,0.02,Lagos,Transfer,2023-11-26,2023,11,Sunday,356.2104,59.368399999999994
12917,1084,281,5,364.74,0.11,Port Harcourt,Cash,2024-12-16,2024,12,Monday,1623.093,324.6186
12918,1793,310,5,472.44,0.22,Port Harcourt,Cash,2024-12-07,2024,12,Saturday,1842.5159999999998,368.5032
12919,1327,281,4,307.32,0.1,Port Harcourt,Transfer,2024-01-22,2024,1,Monday,1106.3519999999999,276.588
12920,1815,265,2,359.35,0.19,Abuja,Cash,2024-09-12,2024,9,Thursday,582.147,291.0735
12921,1449,244,6,382.18,0.2,Kano,Cash,2023-06-08,2023,6,Thursday,1834.464,305.744
12922,1453,313,9,135.09,0.22,Port Harcourt,Cash,2024-06-22,2024,6,Saturday,948.3317999999999,105.37020000000001
12923,1923,374,1,27.39,0.27,Kano,Cash,2023-08-15,2023,8,Tuesday,19.9947,19.9947
12924,1628,262,7,5.93,0.13,Abuja,Transfer,2023-09-09,2023,9,Saturday,36.113699999999994,5.1591
12925,1220,275,6,178.57,0.05,Abuja,Card,2024-01-02,2024,1,Tuesday,1017.849,169.64149999999998
12926,1153,313,3,124.52,0.1,Port Harcourt,Cash,2023-09-19,2023,9,Tuesday,336.204,112.068
12927,1664,310,1,35.85,0.13,Abuja,POS,2024-10-07,2024,10,Monday,31.189500000000002,31.189500000000002
12928,1011,382,4,93.87,0.21,Port Harcourt,Cash,2024-06-21,2024,6,Friday,296.6292,74.1573
12929,1132,346,9,66.63,0.0,Abuja,Card,2023-02-12,2023,2,Sunday,599.67,66.63
12930,1993,234,2,457.86,0.09,Port Harcourt,Card,2024-06-14,2024,6,Friday,833.3052,416.6526
12931,1303,252,3,74.43,0.23,Port Harcourt,Cash,2023-01-16,2023,1,Monday,171.93330000000003,57.3111
12932,1292,225,2,271.14,0.2,Port Harcourt,Cash,2023-04-15,2023,4,Saturday,433.82399999999996,216.912
12933,1974,213,2,298.59,0.22,Port Harcourt,Cash,2023-07-22,2023,7,Saturday,465.80039999999997,232.90019999999998
12934,1299,317,8,274.03,0.24,Port Harcourt,Cash,2024-12-20,2024,12,Friday,1666.1023999999998,208.26279999999997
12935,1739,244,3,54.03,0.23,Kano,Cash,2024-11-08,2024,11,Friday,124.80930000000001,41.603100000000005
12936,1782,371,7,162.81,0.2,Lagos,Cash,2023-02-28,2023,2,Tuesday,911.7360000000001,130.24800000000002
12937,1042,392,8,30.38,0.13,Abuja,POS,2023-02-17,2023,2,Friday,211.4448,26.4306
12938,1943,250,3,200.86,0.3,Abuja,Transfer,2024-10-21,2024,10,Monday,421.80600000000004,140.602
12939,1342,370,2,98.36,0.17,Kano,Cash,2023-10-04,2023,10,Wednesday,163.2776,81.63879999999999
12940,1325,318,8,283.01,0.06,Lagos,Cash,2024-02-16,2024,2,Friday,2128.2352,266.02939999999995
12941,1813,350,3,347.94,0.09,Kano,Card,2023-06-27,2023,6,Tuesday,949.8761999999999,316.6254
12942,1497,383,7,268.4,0.21,Lagos,Cash,2023-04-24,2023,4,Monday,1484.2519999999997,212.036
12943,1363,218,1,219.95,0.28,Port Harcourt,Cash,2023-10-23,2023,10,Monday,158.36399999999998,158.36399999999998
12944,1890,281,6,196.73,0.05,Port Harcourt,Cash,2024-12-30,2024,12,Monday,1121.3609999999999,186.8935
12946,1020,382,3,113.59,0.26,Port Harcourt,Cash,2023-09-23,2023,9,Saturday,252.16979999999998,84.0566
12947,1406,291,7,368.44,0.27,Port Harcourt,Transfer,2023-06-11,2023,6,Sunday,1882.7284,268.9612
12948,1618,387,6,379.95,0.08,Port Harcourt,POS,2024-05-18,2024,5,Saturday,2097.3239999999996,349.55400000000003
12949,1335,386,8,212.5,0.11,Port Harcourt,Transfer,2023-02-05,2023,2,Sunday,1513.0,189.125
12950,1814,232,3,152.16,0.2,Kano,Card,2024-08-09,2024,8,Friday,365.184,121.72800000000001
12951,1116,346,3,237.92,0.1,Abuja,Cash,2024-04-02,2024,4,Tuesday,642.384,214.128
12952,1123,227,4,51.14,0.26,Port Harcourt,POS,2024-10-08,2024,10,Tuesday,151.3744,37.8436
12953,1398,322,3,27.74,0.03,Port Harcourt,Transfer,2024-01-06,2024,1,Saturday,80.7234,26.907799999999998
12954,1792,379,9,60.24,0.01,Port Harcourt,Cash,2024-04-30,2024,4,Tuesday,536.7384,59.6376
12955,1803,325,4,97.64,0.06,Port Harcourt,Card,2023-09-29,2023,9,Friday,367.1264,91.7816
12956,1714,376,6,254.57,0.09,Port Harcourt,Card,2023-06-28,2023,6,Wednesday,1389.9522000000002,231.6587
12957,1050,236,8,425.32,0.03,Port Harcourt,Cash,2024-04-24,2024,4,Wednesday,3300.4832,412.56039999999996
12958,1782,353,8,121.64,0.02,Port Harcourt,Cash,2023-06-08,2023,6,Thursday,953.6576,119.2072
12959,1323,298,5,467.91,0.23,Kano,Transfer,2023-07-23,2023,7,Sunday,1801.4535,360.2907
12960,1788,297,5,477.68,0.05,Port Harcourt,Transfer,2023-10-05,2023,10,Thursday,2268.98,453.796
12961,1140,326,6,479.66,0.27,Kano,Card,2023-05-23,2023,5,Tuesday,2100.9108,350.15180000000004
12962,1469,367,7,419.59,0.11,Port Harcourt,Transfer,2024-06-03,2024,6,Monday,2614.0456999999997,373.4351
12963,1786,279,7,185.09,0.2,Kano,Cash,2024-05-26,2024,5,Sunday,1036.5040000000001,148.072
12964,1801,237,4,40.98,0.07,Port Harcourt,Card,2023-04-26,2023,4,Wednesday,152.44559999999998,38.111399999999996
12965,1333,276,6,286.57,0.07,Port Harcourt,Card,2024-01-27,2024,1,Saturday,1599.0606,266.51009999999997
12966,1892,325,7,281.55,0.17,Port Harcourt,Cash,2023-12-09,2023,12,Saturday,1635.8055000000002,233.6865
12967,1963,286,5,425.74,0.17,Port Harcourt,Cash,2024-01-08,2024,1,Monday,1766.821,353.3642
12968,1372,253,5,498.02,0.23,Kano,Transfer,2024-11-18,2024,11,Monday,1917.377,383.4754
12969,1563,349,2,256.54,0.23,Lagos,Transfer,2024-12-26,2024,12,Thursday,395.07160000000005,197.53580000000002
12970,1493,215,7,175.88,0.2,Port Harcourt,Cash,2024-01-04,2024,1,Thursday,984.9279999999999,140.704
12971,1538,227,6,97.02,0.13,Kano,Cash,2023-08-03,2023,8,Thursday,506.4444,84.4074
12972,1668,362,1,7.38,0.27,Kano,Cash,2024-05-25,2024,5,Saturday,5.3873999999999995,5.3873999999999995
12973,1750,387,4,257.01,0.19,Kano,Card,2024-07-22,2024,7,Monday,832.7124,208.1781
12974,1155,372,3,279.98,0.3,Port Harcourt,POS,2023-11-23,2023,11,Thursday,587.9580000000001,195.986
12975,1290,245,3,413.34,0.25,Lagos,POS,2023-02-06,2023,2,Monday,930.015,310.005
12976,1647,271,7,254.77,0.01,Port Harcourt,Transfer,2024-01-15,2024,1,Monday,1765.5561,252.22230000000002
12977,1143,382,4,458.65,0.1,Port Harcourt,POS,2024-05-26,2024,5,Sunday,1651.1399999999999,412.78499999999997
12978,1105,284,8,315.9,0.17,Port Harcourt,POS,2023-11-20,2023,11,Monday,2097.576,262.19699999999995
12979,1419,225,9,420.97,0.22,Port Harcourt,Cash,2024-01-04,2024,1,Thursday,2955.2094000000006,328.3566
12980,1669,284,3,78.41,0.17,Abuja,Card,2023-08-12,2023,8,Saturday,195.24089999999998,65.0803
12981,1657,352,5,428.39,0.24,Lagos,Cash,2024-12-13,2024,12,Friday,1627.8819999999998,325.5764
12982,1001,264,4,339.2,0.08,Kano,Cash,2023-04-10,2023,4,Monday,1248.2559999999999,312.064
12983,1944,333,6,89.27,0.06,Kano,Cash,2023-03-16,2023,3,Thursday,503.4828,83.9138
12984,1588,350,4,98.93,0.02,Port Harcourt,Cash,2024-12-24,2024,12,Tuesday,387.8056,96.9514
12985,1643,314,8,463.62,0.17,Port Harcourt,Cash,2024-03-12,2024,3,Tuesday,3078.4368,384.8046
12986,1089,263,3,20.95,0.21,Lagos,POS,2024-12-03,2024,12,Tuesday,49.6515,16.5505
12987,1344,286,5,233.95,0.1,Port Harcourt,Cash,2024-01-03,2024,1,Wednesday,1052.775,210.555
12988,1349,370,1,160.17,0.18,Lagos,Cash,2023-03-04,2023,3,Saturday,131.33939999999998,131.3394
12989,1458,306,6,334.21,0.02,Port Harcourt,POS,2024-09-15,2024,9,Sunday,1965.1547999999998,327.52579999999995
12990,1262,350,5,420.62,0.03,Kano,Transfer,2024-10-16,2024,10,Wednesday,2040.0069999999998,408.0014
12991,1350,295,8,183.39,0.21,Abuja,Cash,2023-04-09,2023,4,Sunday,1159.0248,144.8781
12992,1107,357,9,216.32,0.11,Lagos,Cash,2023-08-13,2023,8,Sunday,1732.7232,192.5248
12993,1585,276,8,491.05,0.2,Kano,Transfer,2023-03-16,2023,3,Thursday,3142.7200000000003,392.84000000000003
12994,1038,345,8,393.04,0.25,Lagos,POS,2024-12-10,2024,12,Tuesday,2358.2400000000002,294.78000000000003
12995,1908,286,3,449.12,0.26,Lagos,Cash,2023-07-03,2023,7,Monday,997.0464000000001,332.3488
12996,1158,348,4,222.19,0.05,Lagos,POS,2023-10-20,2023,10,Friday,844.322,211.0805
12997,1582,256,4,120.87,0.15,Port Harcourt,POS,2023-02-26,2023,2,Sunday,410.958,102.7395
12998,1958,302,5,208.87,0.22,Port Harcourt,POS,2023-09-06,2023,9,Wednesday,814.593,162.9186
12999,1311,350,9,359.47,0.23,Lagos,Cash,2024-09-17,2024,9,Tuesday,2491.1271000000006,276.79190000000006
13000,1240,290,9,59.17,0.24,Port Harcourt,Transfer,2024-04-13,2024,4,Saturday,404.7228,44.9692
13001,1937,244,1,138.88,0.07,Abuja,Transfer,2023-05-20,2023,5,Saturday,129.1584,129.1584
13002,1444,371,8,28.08,0.06,Port Harcourt,Card,2023-12-25,2023,12,Monday,211.1616,26.395199999999996
13003,1297,287,1,219.01,0.18,Port Harcourt,Cash,2024-07-06,2024,7,Saturday,179.5882,179.5882
13004,1951,314,2,414.59,0.22,Abuja,POS,2024-02-12,2024,2,Monday,646.7603999999999,323.3802
13005,1035,246,7,17.21,0.1,Port Harcourt,Cash,2024-04-18,2024,4,Thursday,108.423,15.489
13006,1083,367,8,339.29,0.03,Port Harcourt,Transfer,2024-10-26,2024,10,Saturday,2632.8904,329.1113
13007,1451,378,1,466.59,0.22,Abuja,Transfer,2024-03-21,2024,3,Thursday,363.9402,363.9402
13008,1885,369,3,122.28,0.09,Port Harcourt,POS,2023-08-20,2023,8,Sunday,333.8244,111.2748
13009,1774,334,7,348.35,0.05,Abuja,Cash,2024-09-08,2024,9,Sunday,2316.5275,330.9325
13012,1171,283,8,121.29,0.18,Port Harcourt,Card,2024-10-03,2024,10,Thursday,795.6624,99.4578
13013,1375,290,9,250.315,0.11,Abuja,Cash,2024-03-01,2024,3,Friday,2005.02315,222.78035
13014,1684,333,3,78.4,0.01,Lagos,Cash,2023-06-10,2023,6,Saturday,232.848,77.616
13015,1361,290,8,352.51,0.03,Port Harcourt,Cash,2024-02-05,2024,2,Monday,2735.4776,341.93469999999996
13016,1558,336,1,364.25,0.09,Kano,POS,2024-01-13,2024,1,Saturday,331.4675,331.46750000000003
13017,1890,308,8,338.75,0.2,Lagos,POS,2023-09-14,2023,9,Thursday,2168.0,271.0
13018,1140,256,7,171.36,0.03,Lagos,POS,2024-05-08,2024,5,Wednesday,1163.5344,166.2192
13019,1886,230,8,89.04,0.17,Port Harcourt,POS,2024-05-03,2024,5,Friday,591.2256,73.9032
13020,1917,220,1,292.48,0.04,Kano,POS,2023-07-01,2023,7,Saturday,280.7808,280.7808
13021,1117,289,6,244.42,0.06,Abuja,Cash,2024-06-09,2024,6,Sunday,1378.5288,229.7548
13022,1276,239,7,365.77,0.05,Port Harcourt,POS,2023-04-10,2023,4,Monday,2432.3705,347.4815
13023,1725,311,5,223.47,0.02,Kano,Transfer,2023-12-24,2023,12,Sunday,1095.003,219.0006
13024,1219,244,5,172.63,0.2,Abuja,Transfer,2023-08-19,2023,8,Saturday,690.52,138.104
13025,1904,276,7,150.27,0.14,Lagos,Card,2024-07-18,2024,7,Thursday,904.6254000000001,129.2322
13026,1025,376,3,109.68,0.25,Port Harcourt,Cash,2023-01-06,2023,1,Friday,246.78000000000003,82.26
13027,1520,286,6,136.54,0.03,Port Harcourt,Transfer,2023-03-31,2023,3,Friday,794.6628000000001,132.44379999999998
13028,1782,347,7,51.94,0.04,Kano,Card,2023-03-05,2023,3,Sunday,349.03679999999997,49.862399999999994
13029,1009,300,1,176.69,0.09,Port Harcourt,Cash,2023-03-29,2023,3,Wednesday,160.7879,160.7879
13030,1983,316,2,23.1,0.23,Abuja,Cash,2023-02-02,2023,2,Thursday,35.574,17.787000000000003
13031,1377,291,4,97.27,0.09,Kano,POS,2023-03-13,2023,3,Monday,354.0628,88.5157
13032,1632,344,8,374.65,0.12,Port Harcourt,POS,2024-07-09,2024,7,Tuesday,2637.536,329.692
13033,1636,227,6,166.11,0.09,Port Harcourt,Cash,2023-09-10,2023,9,Sunday,906.9606000000001,151.16010000000003
13034,1681,368,1,335.78,0.02,Port Harcourt,Cash,2023-04-17,2023,4,Monday,329.0644,329.0644
13035,1583,393,5,359.86,0.28,Port Harcourt,Transfer,2024-05-28,2024,5,Tuesday,1295.496,259.0992
13036,1151,224,7,292.69,0.16,Abuja,Cash,2023-05-16,2023,5,Tuesday,1721.0172,245.8596
13037,1719,257,6,479.56,0.24,Abuja,Card,2024-09-20,2024,9,Friday,2186.7936,364.4656
13038,1048,240,9,15.61,0.2,Kano,Cash,2024-02-13,2024,2,Tuesday,112.39200000000001,12.488
13039,1153,333,8,370.63,0.15,Lagos,Transfer,2023-05-01,2023,5,Monday,2520.284,315.0355
13040,1858,274,4,479.6,0.03,Kano,Cash,2024-04-22,2024,4,Monday,1860.8480000000002,465.212
13041,1292,237,5,431.82,0.19,Abuja,Cash,2023-04-04,2023,4,Tuesday,1748.8709999999999,349.7742
13042,1579,333,7,88.11,0.05,Port Harcourt,Transfer,2024-05-19,2024,5,Sunday,585.9315,83.7045
13043,1049,372,8,166.78,0.12,Kano,Card,2023-01-07,2023,1,Saturday,1174.1312,146.7664
13044,1663,274,5,90.36,0.19,Lagos,Card,2024-08-22,2024,8,Thursday,365.958,73.19160000000001
13045,1530,341,9,302.65,0.23,Kano,Cash,2024-11-24,2024,11,Sunday,2097.3644999999997,233.04049999999998
13046,1611,265,4,357.53,0.21,Port Harcourt,POS,2023-07-10,2023,7,Monday,1129.7948,282.4487
13047,1059,367,4,161.95,0.2,Lagos,Transfer,2024-04-01,2024,4,Monday,518.24,129.56
13048,1166,202,8,272.06,0.04,Port Harcourt,Card,2024-12-20,2024,12,Friday,2089.4208,261.1776
13049,1201,316,1,347.01,0.1,Port Harcourt,Card,2024-01-21,2024,1,Sunday,312.30899999999997,312.309
13050,1856,298,8,213.56,0.01,Abuja,Card,2023-10-05,2023,10,Thursday,1691.3952,211.4244
13051,1145,351,5,427.74,0.22,Kano,Cash,2024-03-23,2024,3,Saturday,1668.186,333.6372
13052,1914,218,1,386.92,0.29,Kano,POS,2023-02-21,2023,2,Tuesday,274.71320000000003,274.7132
13053,1675,345,4,37.01,0.08,Port Harcourt,Card,2024-02-09,2024,2,Friday,136.1968,34.0492
13054,1969,391,2,312.46,0.03,Port Harcourt,POS,2024-01-31,2024,1,Wednesday,606.1723999999999,303.08619999999996
13055,1992,315,4,121.49,0.14,Abuja,Cash,2024-11-24,2024,11,Sunday,417.9256,104.4814
13056,1438,324,8,280.97,0.26,Kano,Cash,2023-07-30,2023,7,Sunday,1663.3424,207.91780000000003
13057,1241,287,5,478.66,0.17,Abuja,Cash,2024-12-10,2024,12,Tuesday,1986.439,397.2878
13058,1580,234,1,440.14,0.01,Port Harcourt,POS,2023-09-27,2023,9,Wednesday,435.73859999999996,435.73859999999996
13059,1686,389,7,205.24,0.29,Port Harcourt,Transfer,2024-06-28,2024,6,Friday,1020.0428,145.7204
13060,1560,200,1,149.3,0.25,Lagos,Cash,2024-09-05,2024,9,Thursday,111.97500000000001,111.97500000000001
13061,1482,352,9,121.03,0.04,Port Harcourt,Card,2023-10-09,2023,10,Monday,1045.6992,116.1888
13062,1107,372,3,268.59,0.28,Port Harcourt,Cash,2024-02-02,2024,2,Friday,580.1543999999999,193.38479999999998
13063,1225,376,3,61.55,0.14,Abuja,Cash,2023-08-04,2023,8,Friday,158.79899999999998,52.933
13064,1672,325,6,276.89,0.11,Lagos,Transfer,2024-03-07,2024,3,Thursday,1478.5926,246.4321
13065,1630,288,6,5.66,0.14,Lagos,Cash,2023-11-17,2023,11,Friday,29.2056,4.8676
13066,1660,343,6,165.31,0.25,Kano,POS,2024-09-30,2024,9,Monday,743.895,123.9825
13067,1976,346,1,113.87,0.2,Port Harcourt,Cash,2024-05-07,2024,5,Tuesday,91.096,91.096
13068,1661,350,5,485.75,0.02,Kano,Card,2024-08-28,2024,8,Wednesday,2380.175,476.03499999999997
13069,1431,224,6,364.98,0.29,Kano,Transfer,2024-08-08,2024,8,Thursday,1554.8148,259.1358
13070,1804,215,8,178.08,0.04,Kano,Transfer,2023-05-08,2023,5,Monday,1367.6544000000001,170.95680000000002
13071,1654,381,1,50.96,0.22,Lagos,Transfer,2023-03-15,2023,3,Wednesday,39.7488,39.7488
13072,1418,272,5,260.82,0.19,Abuja,Card,2024-04-20,2024,4,Saturday,1056.321,211.26420000000002
13073,1987,328,3,110.66,0.06,Port Harcourt,Transfer,2024-03-27,2024,3,Wednesday,312.06120000000004,104.0204
13074,1454,241,2,270.53,0.05,Lagos,POS,2024-04-06,2024,4,Saturday,514.007,257.0035
13075,1159,346,8,418.5,0.26,Port Harcourt,POS,2024-03-13,2024,3,Wednesday,2477.52,309.69
13076,1522,361,7,309.82,0.13,Port Harcourt,Cash,2023-09-13,2023,9,Wednesday,1886.8037999999997,269.5434
13077,1649,279,7,318.73,0.2,Port Harcourt,Cash,2024-03-23,2024,3,Saturday,1784.8880000000001,254.98400000000004
13078,1968,303,5,272.81,0.15,Kano,POS,2023-04-12,2023,4,Wednesday,1159.4424999999999,231.8885
13079,1589,382,9,464.0,0.22,Port Harcourt,Card,2024-07-12,2024,7,Friday,3257.2799999999997,361.92
13080,1076,345,5,466.29,0.14,Kano,Cash,2024-11-07,2024,11,Thursday,2005.0470000000003,401.0094
13081,1508,233,2,258.8,0.09,Lagos,Transfer,2023-10-10,2023,10,Tuesday,471.016,235.508
13082,1440,288,3,156.35,0.11,Port Harcourt,POS,2023-07-23,2023,7,Sunday,417.45449999999994,139.1515
13083,1253,324,4,232.5,0.26,Port Harcourt,Cash,2023-03-27,2023,3,Monday,688.2,172.05
13084,1920,244,5,97.35,0.14,Lagos,Card,2023-11-20,2023,11,Monday,418.605,83.72099999999999
13085,1769,333,3,319.99,0.06,Lagos,Card,2023-06-13,2023,6,Tuesday,902.3718,300.7906
13086,1319,220,7,252.55,0.28,Kano,POS,2023-02-26,2023,2,Sunday,1272.852,181.836
13087,1802,321,5,56.13,0.24,Port Harcourt,Cash,2023-07-25,2023,7,Tuesday,213.29400000000004,42.6588
13088,1262,269,5,102.84,0.02,Kano,Card,2024-03-04,2024,3,Monday,503.91600000000005,100.78320000000001
13089,1596,295,6,242.42,0.3,Kano,Cash,2023-05-28,2023,5,Sunday,1018.164,169.694
13090,1657,304,7,444.36,0.21,Lagos,Cash,2023-10-28,2023,10,Saturday,2457.3108,351.04440000000005
13091,1834,247,8,285.36,0.05,Kano,Transfer,2023-10-17,2023,10,Tuesday,2168.736,271.092
13092,1553,238,9,342.36,0.07,Abuja,Cash,2023-01-21,2023,1,Saturday,2865.5532000000003,318.3948
13093,1373,230,4,172.82,0.21,Port Harcourt,Cash,2023-05-17,2023,5,Wednesday,546.1112,136.5278
13094,1636,209,5,287.85,0.23,Kano,POS,2024-01-04,2024,1,Thursday,1108.2224999999999,221.64450000000002
13095,1166,229,5,226.45,0.07,Kano,Card,2024-06-05,2024,6,Wednesday,1052.9925,210.59849999999997
13096,1936,217,8,331.27,0.08,Port Harcourt,Cash,2024-07-10,2024,7,Wednesday,2438.1472,304.7684
13097,1752,387,9,30.03,0.09,Port Harcourt,POS,2024-03-11,2024,3,Monday,245.9457,27.3273
13098,1458,287,7,249.18,0.18,Port Harcourt,Cash,2023-01-30,2023,1,Monday,1430.2932,204.32760000000002
13099,1998,324,5,151.52,0.05,Kano,Transfer,2024-03-23,2024,3,Saturday,719.72,143.94400000000002
13100,1279,272,3,166.46,0.03,Abuja,Card,2023-08-13,2023,8,Sunday,484.3986,161.46620000000001
13101,1699,214,1,480.65,0.2,Port Harcourt,Card,2024-01-21,2024,1,Sunday,384.52,384.52
13102,1301,203,9,95.43,0.23,Abuja,Cash,2024-11-19,2024,11,Tuesday,661.3299000000001,73.48110000000001
13103,1530,390,5,159.07,0.15,Kano,POS,2024-08-30,2024,8,Friday,676.0474999999999,135.2095
13104,1579,367,9,257.4,0.11,Port Harcourt,Cash,2024-03-04,2024,3,Monday,2061.774,229.08599999999998
13105,1217,208,4,432.2,0.13,Port Harcourt,Cash,2024-06-12,2024,6,Wednesday,1504.056,376.014
13106,1101,308,5,211.25,0.12,Abuja,POS,2023-01-28,2023,1,Saturday,929.5,185.9
13107,1553,336,4,373.21,0.29,Lagos,Card,2023-05-06,2023,5,Saturday,1059.9164,264.97909999999996
13108,1287,353,2,428.91,0.23,Kano,POS,2024-05-13,2024,5,Monday,660.5214000000001,330.26070000000004
13109,1166,331,1,158.46,0.06,Port Harcourt,Cash,2023-07-06,2023,7,Thursday,148.9524,148.9524
13110,1620,215,8,199.41,0.12,Lagos,POS,2024-10-15,2024,10,Tuesday,1403.8464,175.4808
13111,1035,342,4,181.5,0.16,Port Harcourt,Card,2024-01-07,2024,1,Sunday,609.84,152.46
13112,1743,298,5,417.26,0.18,Port Harcourt,Cash,2023-05-18,2023,5,Thursday,1710.766,342.1532
13113,1740,320,6,26.95,0.14,Lagos,Card,2023-12-03,2023,12,Sunday,139.06199999999998,23.177
13114,1352,251,8,157.67,0.24,Abuja,Transfer,2023-08-02,2023,8,Wednesday,958.6335999999999,119.82919999999999
13115,1675,268,8,341.31,0.23,Kano,Transfer,2023-10-18,2023,10,Wednesday,2102.4696,262.8087
13116,1898,204,7,284.89,0.15,Lagos,POS,2024-07-23,2024,7,Tuesday,1695.0955,242.1565
13117,1072,219,4,220.96,0.26,Lagos,Card,2024-01-06,2024,1,Saturday,654.0416,163.5104
13118,1647,278,6,272.27,0.23,Port Harcourt,Card,2024-06-13,2024,6,Thursday,1257.8873999999998,209.6479
13119,1352,345,4,102.8,0.23,Lagos,Cash,2024-11-22,2024,11,Friday,316.62399999999997,79.156
13120,1890,310,7,218.2,0.29,Kano,Cash,2024-10-31,2024,10,Thursday,1084.454,154.922
13121,1069,201,1,253.34,0.08,Abuja,Card,2024-07-02,2024,7,Tuesday,233.0728,233.0728
13122,1424,292,5,451.09,0.08,Abuja,POS,2023-10-23,2023,10,Monday,2075.0139999999997,415.0028
13123,1998,212,4,134.11,0.27,Abuja,Cash,2024-08-13,2024,8,Tuesday,391.60120000000006,97.9003
13124,1707,203,7,434.58,0.23,Kano,Cash,2024-02-23,2024,2,Friday,2342.3862,334.6266
13125,1780,369,9,323.9,0.28,Port Harcourt,POS,2024-10-27,2024,10,Sunday,2098.872,233.20799999999997
13126,1560,308,5,15.07,0.02,Kano,POS,2023-12-27,2023,12,Wednesday,73.84299999999999,14.7686
13127,1827,273,4,363.69,0.19,Lagos,Card,2023-06-07,2023,6,Wednesday,1178.3555999999999,294.5889
13128,1641,388,9,22.6,0.04,Port Harcourt,Card,2023-03-16,2023,3,Thursday,195.264,21.696
13129,1955,294,5,498.7,0.15,Port Harcourt,Cash,2024-01-07,2024,1,Sunday,2119.475,423.895
13130,1516,304,9,250.315,0.05,Port Harcourt,Cash,2024-07-20,2024,7,Saturday,2140.1932500000003,237.79925
13131,1427,207,8,152.19,0.04,Abuja,Cash,2024-12-18,2024,12,Wednesday,1168.8192,146.1024
13132,1538,266,4,132.42,0.0,Kano,Cash,2024-12-27,2024,12,Friday,529.68,132.42
13133,1159,390,7,193.81,0.19,Kano,POS,2024-06-04,2024,6,Tuesday,1098.9027,156.98610000000002
13134,1148,309,5,181.3,0.11,Abuja,POS,2023-04-16,2023,4,Sunday,806.785,161.357
13135,1775,208,4,189.31,0.03,Lagos,Cash,2024-01-02,2024,1,Tuesday,734.5228,183.6307
13136,1229,316,5,162.55,0.1,Port Harcourt,Transfer,2024-02-06,2024,2,Tuesday,731.475,146.29500000000002
13137,1711,210,5,312.46,0.05,Port Harcourt,Transfer,2023-04-13,2023,4,Thursday,1484.185,296.837
13138,1561,298,9,86.31,0.28,Abuja,POS,2023-11-21,2023,11,Tuesday,559.2887999999999,62.1432
13139,1066,241,9,423.76,0.1,Port Harcourt,Transfer,2024-01-08,2024,1,Monday,3432.456,381.384
13140,1811,340,6,407.14,0.1,Port Harcourt,Transfer,2023-12-04,2023,12,Monday,2198.556,366.426
13141,1380,363,4,240.86,0.25,Kano,Cash,2023-02-02,2023,2,Thursday,722.58,180.645
13142,1057,319,2,427.1,0.19,Port Harcourt,Cash,2023-04-18,2023,4,Tuesday,691.902,345.951
13143,1258,340,3,127.34,0.21,Port Harcourt,Cash,2024-02-26,2024,2,Monday,301.7958,100.5986
13144,1341,211,2,13.69,0.19,Port Harcourt,Transfer,2023-09-26,2023,9,Tuesday,22.177799999999998,11.0889
13145,1837,236,5,311.51,0.28,Lagos,Card,2023-03-14,2023,3,Tuesday,1121.436,224.28719999999998
13146,1129,273,6,231.67,0.06,Lagos,Cash,2023-06-30,2023,6,Friday,1306.6188,217.76979999999998
13147,1726,272,5,285.75,0.3,Port Harcourt,Transfer,2023-06-01,2023,6,Thursday,1000.125,200.02499999999998
13148,1171,251,2,450.17,0.25,Lagos,Card,2024-05-26,2024,5,Sunday,675.255,337.6275
13149,1769,398,5,485.11,0.18,Abuja,Card,2023-03-09,2023,3,Thursday,1988.9510000000002,397.7902
13150,1613,329,9,319.05,0.2,Port Harcourt,Cash,2024-01-07,2024,1,Sunday,2297.1600000000003,255.24
13151,1208,255,4,383.21,0.19,Kano,Cash,2023-12-14,2023,12,Thursday,1241.6003999999998,310.4001
13152,1802,259,2,46.49,0.02,Kano,POS,2024-12-09,2024,12,Monday,91.1204,45.5602
13153,1353,222,3,84.55,0.07,Kano,Card,2023-02-01,2023,2,Wednesday,235.89449999999997,78.63149999999999
